Goalkeeping_Rk,Goalkeeping_Player,Goalkeeping_Nation,Goalkeeping_Pos,Goalkeeping_Squad,Goalkeeping_Age,Goalkeeping_Born,Goalkeeping_Playing_Time_MP,Goalkeeping_Playing_Time_Starts,Goalkeeping_Playing_Time_Min,Goalkeeping_Playing_Time_90s,Goalkeeping_Performance_GA,Goalkeeping_Performance_GA90,Goalkeeping_Performance_SoTA,Goalkeeping_Performance_Saves,Goalkeeping_Performance_Save_Pct,Goalkeeping_Performance_W,Goalkeeping_Performance_D,Goalkeeping_Performance_L,Goalkeeping_Performance_CS,Goalkeeping_Performance_CS_Pct,Goalkeeping_Penalty_Kicks_PKatt,Goalkeeping_Penalty_Kicks_PKA,Goalkeeping_Penalty_Kicks_PKsv,Goalkeeping_Penalty_Kicks_PKm,Goalkeeping_Penalty_Kicks_Save_Pct,Goalkeeping_Matches,Goalkeeping_Player_Link,Goalkeeping_Player_ID,Advanced_Goalkeeping_Goals_FK,Advanced_Goalkeeping_Goals_CK,Advanced_Goalkeeping_Goals_OG,Advanced_Goalkeeping_Expected_PSxG,Advanced_Goalkeeping_Expected_PSxG_perSoT,Advanced_Goalkeeping_Expected_PSxG_Plus_per,Advanced_Goalkeeping_Expected_per90,Advanced_Goalkeeping_Launched_Cmp,Advanced_Goalkeeping_Launched_Att,Advanced_Goalkeeping_Launched_Cmp_Pct,Advanced_Goalkeeping_Passes_Att,Advanced_Goalkeeping_Passes_Thr,Advanced_Goalkeeping_Passes_Launch_Pct,Advanced_Goalkeeping_Passes_AvgLen,Advanced_Goalkeeping_Goal_Kicks_Att,Advanced_Goalkeeping_Goal_Kicks_Launch_Pct,Advanced_Goalkeeping_Goal_Kicks_AvgLen,Advanced_Goalkeeping_Crosses_Opp,Advanced_Goalkeeping_Crosses_Stp,Advanced_Goalkeeping_Crosses_Stp_Pct,Advanced_Goalkeeping_Sweeper_No_OPA,Advanced_Goalkeeping_Sweeper_No_OPA_per90,Advanced_Goalkeeping_Sweeper_AvgDist,League
1,Alisson,br BRA,GK,Liverpool,29,1992,37,37,3330,37.0,43,1.16,147,105,72.1,19,9,9,14,37.8,4,2,1,1,33.3,Matches,https://fbref.com/en/players/7a2e46a8/Alisson,7a2e46a8,0,0,2,51.1,0.33,+10.1,+0.27,116,283,41.0,1256,210,18.4,26.9,193,26.9,31.3,397,23,5.8,89,2.41,19.8,EPL
2,Alphonse Areola,fr FRA,GK,West Ham,29,1993,5,2,309,3.4,7,2.04,16,9,68.8,0,1,1,1,50.0,2,2,0,0,0.0,Matches,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,0,1,0,7.3,0.33,+0.3,+0.09,14,37,37.8,61,14,39.3,33.4,30,43.3,33.0,47,2,4.3,1,0.29,10.3,EPL
3,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,29,29,2565,28.5,33,1.16,120,90,73.3,8,9,12,9,31.0,1,1,0,0,0.0,Matches,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0,1,4,3,35.0,0.29,+5.0,+0.18,68,213,31.9,864,151,17.1,26.3,182,35.7,31.5,332,15,4.5,52,1.82,16.9,EPL
4,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32,32,2880,32.0,56,1.75,120,67,54.2,6,6,20,4,12.5,2,1,1,0,50.0,Matches,https://fbref.com/en/players/c91441dc/Gavin-Bazunu,c91441dc,1,7,4,35.4,0.28,-16.6,-0.52,212,629,33.7,935,144,50.2,38.1,237,67.5,50.0,456,36,7.9,48,1.50,15.1,EPL
5,Asmir Begović,ba BIH,GK,Everton,35,1987,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,https://fbref.com/en/players/7b4de647/Asmir-Begovic,7b4de647,0,0,0,0.5,0.12,+0.5,+0.49,4,13,30.8,22,5,36.4,34.9,8,62.5,46.8,23,1,4.3,0,0.00,5.0,EPL
6,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2,2,180,2.0,3,1.50,13,10,76.9,0,1,1,0,0.0,0,0,0,0,,Matches,https://fbref.com/en/players/68db6358/Daniel-Bentley,68db6358,0,0,0,3.9,0.30,+0.9,+0.44,10,29,34.5,57,14,38.6,32.9,23,30.4,32.2,37,5,13.5,1,0.50,8.3,EPL
7,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,2,1,157,1.7,1,0.57,9,9,88.9,0,1,0,0,0.0,0,0,0,0,,Matches,https://fbref.com/en/players/3a949a25/Martin-Dubravka,3a949a25,0,0,1,1.9,0.21,+1.9,+1.07,6,10,60.0,39,14,10.3,20.7,15,40.0,35.3,30,1,3.3,0,0.00,12.4,EPL
8,Ederson,br BRA,GK,Manchester City,28,1993,35,35,3150,35.0,32,0.91,77,46,62.3,26,4,5,11,31.4,3,3,0,0,0.0,Matches,https://fbref.com/en/players/3bb7b8b4/Ederson,3bb7b8b4,1,4,1,26.2,0.30,-4.8,-0.14,117,263,44.5,1104,147,19.6,28.0,152,30.9,32.3,286,19,6.6,33,0.94,15.7,EPL
9,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,36,36,3111,34.6,48,1.39,154,106,70.1,11,6,19,8,22.2,4,2,1,1,33.3,Matches,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,9328b835,0,3,1,45.9,0.28,-1.1,-0.03,198,516,38.4,677,153,54.2,39.3,249,59.8,44.8,513,29,5.7,25,0.72,13.0,EPL
10,Fraser Forster,eng ENG,GK,Tottenham,34,1988,14,13,1215,13.5,24,1.78,55,30,60.0,5,3,5,3,23.1,3,2,1,0,33.3,Matches,https://fbref.com/en/players/c3e39f12/Fraser-Forster,c3e39f12,1,4,0,21.3,0.34,-2.7,-0.20,36,124,29.0,269,71,29.0,30.2,93,49.5,37.6,193,5,2.6,16,1.19,15.2,EPL
11,David de Gea,es ESP,GK,Manchester Utd,31,1990,38,38,3420,38.0,43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,0,33.3,Matches,https://fbref.com/en/players/7ba6d84e/David-de-Gea,7ba6d84e,2,6,1,41.3,0.27,-0.7,-0.02,141,449,31.4,1032,128,32.6,32.3,179,63.1,47.1,526,15,2.9,32,0.84,14.8,EPL
12,Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27,27,2430,27.0,34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,0.0,Matches,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita,ab13a5aa,0,4,2,32.4,0.26,+0.4,+0.01,115,320,35.9,635,140,34.5,32.3,206,49.0,37.4,410,26,6.3,26,0.96,13.1,EPL
13,Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18,18,1620,18.0,31,1.72,85,52,65.9,5,5,8,6,33.3,5,2,2,1,50.0,Matches,https://fbref.com/en/players/e5a76dfe/Dean-Henderson,e5a76dfe,1,5,0,26.9,0.28,-4.1,-0.23,108,334,32.3,513,107,47.2,38.5,156,59.0,45.3,291,20,6.9,27,1.50,15.6,EPL
14,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,4,3,271,3.0,5,1.66,14,9,64.3,0,2,1,1,33.3,0,0,0,0,,Matches,https://fbref.com/en/players/76eca7e2/Wayne-Hennessey,76eca7e2,0,1,0,3.9,0.28,-1.1,-0.36,23,58,39.7,72,13,54.2,43.2,25,76.0,54.5,35,1,2.9,2,0.66,17.0,EPL
15,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12,12,1080,12.0,22,1.83,59,38,66.1,2,4,6,1,8.3,2,2,0,0,0.0,Matches,https://fbref.com/en/players/10d221cd/Daniel-Iversen,10d221cd,2,2,1,18.9,0.29,-2.1,-0.18,38,194,19.6,261,49,47.1,37.2,114,62.3,46.2,203,16,7.9,6,0.50,10.3,EPL
16,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9,9,810,9.0,10,1.11,34,25,76.5,4,3,2,3,33.3,2,2,0,0,0.0,Matches,https://fbref.com/en/players/9e5708be/Sam-Johnstone,9e5708be,0,4,1,10.0,0.24,+1.0,+0.11,30,99,30.3,233,41,31.8,31.8,46,54.3,42.8,104,2,1.9,11,1.22,15.4,EPL
17,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1,1,90,1.0,4,4.00,10,6,60.0,0,1,0,0,0.0,0,0,0,0,,Matches,https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher,62d7ef38,0,0,0,2.9,0.34,-1.1,-1.06,2,2,100.0,22,7,9.1,24.3,2,0.0,20.5,3,0,0.0,0,0.00,9.0,EPL
18,Bernd Leno,de GER,GK,Fulham,30,1992,36,36,3240,36.0,51,1.42,192,142,77.1,15,5,16,8,22.2,8,7,1,0,12.5,Matches,https://fbref.com/en/players/2628fd2b/Bernd-Leno,2628fd2b,1,8,2,58.0,0.27,+9.0,+0.25,124,391,31.7,1153,190,26.0,30.0,242,37.6,36.0,464,35,7.5,46,1.28,15.0,EPL
19,Hugo Lloris,fr FRA,GK,Tottenham,35,1986,25,25,2205,24.5,39,1.59,117,79,67.5,13,3,9,7,28.0,1,1,0,0,0.0,Matches,https://fbref.com/en/players/8f62b6ee/Hugo-Lloris,8f62b6ee,0,3,1,33.9,0.29,-4.1,-0.17,77,218,35.3,539,109,31.7,31.4,186,25.3,25.8,322,20,6.2,29,1.18,13.8,EPL
20,Emiliano Martínez,ar ARG,GK,Aston Villa,29,1992,36,36,3139,34.9,38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,0,20.0,Matches,https://fbref.com/en/players/7956236f/Emiliano-Martinez,7956236f,1,6,4,36.6,0.24,+2.6,+0.07,199,523,38.0,1171,135,35.5,33.0,212,50.5,40.7,483,60,12.4,73,2.09,16.6,EPL
21,Alex McCarthy,eng ENG,GK,Southampton,32,1989,6,6,540,6.0,17,2.83,30,14,46.7,0,1,5,0,0.0,1,1,0,0,0.0,Matches,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,36c2ca73,0,1,1,10.9,0.34,-5.1,-0.84,22,113,19.5,194,29,48.5,36.5,52,36.5,31.0,92,6,6.5,7,1.17,13.5,EPL
22,Edouard Mendy,sn SEN,GK,Chelsea,30,1992,10,9,855,9.5,14,1.47,39,25,64.1,3,2,4,1,11.1,0,0,0,0,,Matches,https://fbref.com/en/players/33887998/Edouard-Mendy,33887998,0,4,0,11.9,0.33,-2.1,-0.22,27,77,35.1,226,47,22.1,27.6,63,42.9,34.4,128,9,7.0,11,1.16,13.7,EPL
23,Illan Meslier,fr FRA,GK,Leeds United,22,2000,34,34,3060,34.0,67,1.97,158,92,59.5,7,9,18,5,14.7,3,3,0,0,0.0,Matches,https://fbref.com/en/players/6b625ac2/Illan-Meslier,6b625ac2,1,7,1,53.6,0.32,-12.4,-0.36,106,449,23.6,794,194,39.4,33.7,242,56.2,43.5,432,34,7.9,66,1.94,15.8,EPL
24,Keylor Navas,cr CRC,GK,Nott'ham Forest,35,1986,17,17,1529,17.0,32,1.88,83,51,66.3,4,4,9,1,5.9,4,4,0,0,0.0,Matches,https://fbref.com/en/players/ecada4fc/Keylor-Navas,ecada4fc,1,3,0,29.3,0.32,-2.7,-0.16,106,320,33.1,378,65,56.3,41.3,151,70.9,48.1,295,14,4.7,9,0.53,9.2,EPL
25,Neto,br BRA,GK,Bournemouth,33,1989,27,27,2385,26.5,39,1.47,138,100,74.6,9,6,12,6,22.2,5,4,0,1,0.0,Matches,https://fbref.com/en/players/a9dc785c/Neto,a9dc785c,0,8,1,39.7,0.26,+1.7,+0.06,160,437,36.6,601,136,47.4,37.8,231,65.8,44.6,510,35,6.9,25,0.94,12.1,EPL
26,Robin Olsen,se SWE,GK,Aston Villa,32,1990,4,2,281,3.1,8,2.56,19,11,63.2,1,0,1,1,50.0,1,1,0,0,0.0,Matches,https://fbref.com/en/players/e7ee38c3/Robin-Olsen,e7ee38c3,0,3,0,6.2,0.29,-1.8,-0.57,15,62,24.2,101,18,44.6,37.6,28,60.7,46.8,45,5,11.1,3,0.96,14.2,EPL
27,Stefan Ortega,de GER,GK,Manchester City,29,1992,3,3,270,3.0,1,0.33,15,14,93.3,2,1,0,2,66.7,0,0,0,0,,Matches,https://fbref.com/en/players/c1242d4e/Stefan-Ortega,c1242d4e,0,0,0,4.1,0.27,+3.1,+1.02,11,24,45.8,155,16,14.8,23.9,12,8.3,20.3,26,1,3.8,7,2.33,21.1,EPL
28,Jordan Pickford,eng ENG,GK,Everton,28,1994,37,37,3330,37.0,57,1.54,181,123,71.3,7,12,18,8,21.6,6,5,1,0,16.7,Matches,https://fbref.com/en/players/4806ec67/Jordan-Pickford,4806ec67,2,4,0,60.0,0.31,+3.0,+0.08,270,801,33.7,992,151,58.1,43.0,315,71.4,52.7,566,22,3.9,52,1.41,16.2,EPL
29,Nick Pope,eng ENG,GK,Newcastle Utd,30,1992,37,37,3261,36.2,32,0.88,118,85,74.6,19,13,5,14,37.8,5,2,2,1,50.0,Matches,https://fbref.com/en/players/4b40d9ca/Nick-Pope,4b40d9ca,0,8,1,31.3,0.24,+0.3,+0.01,120,368,32.6,683,232,33.1,33.0,207,68.6,50.7,411,34,8.3,74,2.04,18.2,EPL
30,Aaron Ramsdale,eng ENG,GK,Arsenal,24,1998,38,38,3420,38.0,43,1.13,136,94,70.6,26,6,6,14,36.8,5,3,0,2,0.0,Matches,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,0,6,1,40.0,0.28,-2.0,-0.05,109,429,25.4,956,174,35.4,33.3,153,59.5,49.2,381,22,5.8,43,1.13,16.1,EPL
31,David Raya,es ESP,GK,Brentford,26,1995,38,38,3420,38.0,46,1.21,197,154,77.7,15,14,9,12,31.6,2,2,0,0,0.0,Matches,https://fbref.com/en/players/98ea5115/David-Raya,98ea5115,0,9,3,48.0,0.24,+5.0,+0.13,347,882,39.3,1367,160,50.7,39.5,269,70.3,51.8,598,52,8.7,54,1.42,15.8,EPL
32,Joel Robles,es ESP,GK,Leeds United,32,1990,4,4,360,4.0,11,2.75,27,16,66.7,0,1,3,0,0.0,3,2,0,1,0.0,Matches,https://fbref.com/en/players/cda0b317/Joel-Robles,cda0b317,0,0,0,10.5,0.32,-0.5,-0.12,18,71,25.4,90,20,52.2,41.1,32,75.0,49.4,43,2,4.7,3,0.75,11.6,EPL
33,Marek Rodák,sk SVK,GK,Fulham,25,1996,2,2,180,2.0,2,1.00,4,2,50.0,0,2,0,1,50.0,0,0,0,0,,Matches,https://fbref.com/en/players/17acc2ed/Marek-Rodak,17acc2ed,0,0,0,2.0,0.51,0.0,+0.01,16,47,34.0,46,3,73.9,46.0,15,86.7,60.0,26,1,3.8,2,1.00,14.0,EPL
34,José Sá,pt POR,GK,Wolves,29,1993,36,36,3240,36.0,55,1.53,161,105,67.1,11,7,18,11,30.6,4,2,2,0,50.0,Matches,https://fbref.com/en/players/903b6e8b/Jose-Sa,903b6e8b,0,6,1,48.4,0.28,-5.6,-0.16,120,435,27.6,935,182,29.3,30.9,260,61.9,46.2,540,43,8.0,28,0.78,12.6,EPL
35,Robert Sanchez,es ESP,GK,Brighton,24,1997,23,23,2070,23.0,30,1.30,71,47,64.8,11,5,7,6,26.1,6,5,1,0,16.7,Matches,https://fbref.com/en/players/cce694d4/Robert-Sanchez,cce694d4,,,,,,,,,,,,,,,,,,,,,,,,EPL
36,Jason Steele,eng ENG,GK,Brighton,31,1990,15,15,1350,15.0,23,1.53,57,36,61.4,7,3,5,6,40.0,2,1,1,0,50.0,Matches,https://fbref.com/en/players/28300a16/Jason-Steele,28300a16,0,2,3,18.5,0.29,-1.5,-0.10,34,74,45.9,483,48,14.9,24.2,55,3.6,13.9,126,10,7.9,19,1.27,15.7,EPL
37,Mark Travers,ie IRL,GK,Bournemouth,23,1999,12,11,1035,11.5,32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,0.0,Matches,https://fbref.com/en/players/fe558029/Mark-Travers,fe558029,0,8,2,24.0,0.34,-6.0,-0.52,71,154,46.1,250,54,35.6,31.9,118,55.1,43.8,229,5,2.2,5,0.43,10.5,EPL
38,Danny Ward,wls WAL,GK,Leicester City,29,1993,26,26,2340,26.0,46,1.77,119,75,63.0,7,3,16,6,23.1,3,2,1,0,33.3,Matches,https://fbref.com/en/players/d3ce0e89/Danny-Ward,d3ce0e89,2,6,4,36.5,0.29,-5.5,-0.21,94,303,31.0,750,154,29.7,30.4,190,42.1,35.1,355,20,5.6,42,1.62,15.9,EPL
39,Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2004,2,2,180,2.0,5,2.50,10,5,50.0,0,0,2,0,0.0,0,0,0,0,,Matches,https://fbref.com/en/players/3f847d95/Joseph-Whitworth,3f847d95,0,0,0,2.3,0.23,-2.7,-1.33,8,27,29.6,68,8,29.4,30.1,15,46.7,36.7,25,1,4.0,3,1.50,15.4,EPL
1,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,1,0,13,0.1,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches,https://fbref.com/en/players/be6faae0/Alvaro-Aceves,be6faae0,0,0,0,0.1,0.04,+0.1,+0.90,1,2,50.0,7,3,28.6,25.7,1,0.0,24.0,1,0,0.0,2,13.85,33.0,La Liga
2,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,8,7,675,7.5,6,0.80,19,13,68.4,1,3,3,2,28.6,0,0,0,0,,Matches,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala,a2c1a8d3,0,0,0,5.5,0.30,-0.5,-0.06,37,101,36.6,179,33,29.6,30.5,62,77.4,55.4,96,11,11.5,10,1.33,15.4,La Liga
3,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10,10,900,10.0,21,2.10,51,30,60.8,2,2,6,1,10.0,1,1,0,0,0.0,Matches,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo,9f0ea33f,1,0,0,16.8,0.31,-4.2,-0.42,58,162,35.8,260,46,38.8,35.8,92,66.3,51.2,166,5,3.0,17,1.70,16.1,La Liga
4,Édgar Badía,es ESP,GK,Elche,30,1992,36,36,3240,36.0,63,1.75,200,136,72.0,5,10,21,4,11.1,10,7,3,0,30.0,Matches,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,0,4,2,69.5,0.31,+8.5,+0.24,191,422,45.3,772,166,33.8,34.2,296,54.4,41.7,574,21,3.7,20,0.56,12.7,La Liga
5,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,25,2151,23.9,41,1.72,106,66,63.2,7,6,12,4,16.0,3,2,1,0,33.3,Matches,https://fbref.com/en/players/f6798fc3/Yassine-Bounou,f6798fc3,1,3,2,37.3,0.34,-1.7,-0.07,115,303,38.0,785,92,27.9,30.9,162,51.9,42.1,308,20,6.5,39,1.63,17.4,La Liga
6,Claudio Bravo,cl CHI,GK,Betis,39,1983,12,12,1080,12.0,9,0.75,42,33,81.0,5,5,2,4,33.3,1,1,0,0,0.0,Matches,https://fbref.com/en/players/10072610/Claudio-Bravo,10072610,0,1,0,11.0,0.24,+2.0,+0.17,75,225,33.3,288,42,51.7,39.6,101,75.2,52.5,213,4,1.9,6,0.50,12.1,La Liga
7,Juan Carlos,es ESP,GK,Girona,34,1988,10,10,900,10.0,18,1.80,43,25,62.8,2,2,6,0,0.0,2,2,0,0,0.0,Matches,https://fbref.com/en/players/688b96e3/Juan-Carlos,688b96e3,2,1,0,16.7,0.35,-1.3,-0.13,23,64,35.9,278,51,17.6,28.7,62,24.2,30.3,120,6,5.0,21,2.10,16.9,La Liga
8,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31,31,2790,31.0,29,0.94,118,88,78.8,20,5,6,10,32.3,5,4,1,0,20.0,Matches,https://fbref.com/en/players/1840e36d/Thibaut-Courtois,1840e36d,0,1,0,29.7,0.22,+0.7,+0.02,83,214,38.8,982,194,18.4,27.7,152,21.7,29.5,366,32,8.7,40,1.29,15.4,La Liga
